id,lat,lng
-240,55.822707,37.646409
-241,55.822362,37.646174
-242,55.822540,37.645488
-243,55.826730,37.641039
-244,55.822592,37.649080
-245,55.824645,37.651279
-246,55.824852,37.652569
-247,55.824901,37.653386
-248,55.827668,37.654305
-249,55.825346,37.653615
-250,55.825339,37.655315
-251,55.827668,37.653587
-252,55.831047,37.652932
-253,55.831081,37.652330
-254,55.832532,37.653752
-255,55.827380,37.641804
-256,55.827241,37.642018
-257,55.828087,37.642586
-258,55.832130,37.638777
-259,55.830511,37.645788
-260,55.831738,37.642182
-261,55.832236,37.640116
-262,55.813678,37.637974
-263,55.816716,37.638324
-264,55.832484,37.652836
-265,55.835699,37.656735
-266,55.822179,37.636127
-267,55.822472,37.636402
-268,55.822869,37.636727
-269,55.823997,37.637209
-270,55.825246,37.638808
-271,55.825679,37.638103
-272,55.824523,37.636191
-273,55.824309,37.636712
-274,55.825901,37.638173
-275,55.825026,37.640078
-276,55.822037,37.640251
-277,55.822410,37.640912
-278,55.823467,37.638449
-279,55.822093,37.639151
-280,55.822476,37.641287
-281,55.822064,37.643308
-282,55.822156,37.642107
-283,55.821233,37.647095
-284,55.821111,37.647748
-285,55.821405,37.646925
-286,55.820101,37.641388
-287,55.819988,37.641165
-288,55.820200,37.641384
-289,55.820281,37.641405
-290,55.819277,37.640387
-291,55.819156,37.640092
-292,55.819257,37.638581
-293,55.819418,37.639134
-294,55.819175,37.639860
-295,55.818463,37.638963
-296,55.818483,37.638833
-297,55.821621,37.646754
-298,55.822337,37.644396
-299,55.822093,37.643813
-300,55.818577,37.639448
-301,55.822640,37.646538
-302,55.822414,37.645618
-303,55.822374,37.646400
-304,55.822564,37.645255
-305,55.826798,37.640943
-306,55.822646,37.648970
-307,55.821591,37.648000
-308,55.824373,37.652048
-309,55.821595,37.648333
-310,55.825093,37.651727
-311,55.824381,37.653948
-312,55.823806,37.656587
-313,55.824951,37.654770
-314,55.825009,37.656507
-315,55.827807,37.653573
-316,55.830939,37.652566
-317,55.832204,37.654068
-318,55.830998,37.652355
-319,55.833907,37.655206
-320,55.829330,37.638344
-321,55.832282,37.637395
-322,55.833701,37.649202
-323,55.829434,37.648974
-324,55.830570,37.645607
-325,55.834857,37.645600
-326,55.831695,37.642301
-327,55.832162,37.640872
-328,55.832507,37.639526
-329,55.813702,37.637580
-330,55.811387,37.637498
-331,55.816692,37.638115
-332,55.817627,37.638556
-333,55.832518,37.652723
-334,55.833306,37.653708
-335,55.836055,37.657156
-336,55.821515,37.635873
-337,55.822172,37.636203
-338,55.822493,37.636127
-339,55.823017,37.635430
-340,55.824780,37.639588
-341,55.825272,37.634333
-342,55.823308,37.633842
-343,55.825208,37.637489
-344,55.823278,37.634593
-345,55.826189,37.637710
-346,55.822061,37.639701
-347,55.822385,37.641087
-348,55.822438,37.641176
-349,55.821964,37.643197
-350,55.822156,37.643408
-351,55.821941,37.641869
-352,55.821389,37.647102
-353,55.819689,37.647478
-354,55.821111,37.647981
-355,55.819817,37.641577
-356,55.819956,37.641134
-357,55.819961,37.641241
-358,55.820014,37.641094
-359,55.820036,37.641652
-360,55.819281,37.640753
-361,55.819240,37.640354
-362,55.819564,37.640727
-363,55.818991,37.640012
-364,55.819301,37.638058
-365,55.819443,37.639138
-366,55.819440,37.639245
-367,55.819419,37.638158
-368,55.818356,37.639611
-369,55.818563,37.638367
-370,55.818365,37.638779
-371,55.821606,37.647288
-372,55.821638,37.646751
-373,55.822439,37.644545
-374,55.821843,37.643547
-375,55.822272,37.643982
-376,55.818061,37.639216
-377,55.822555,37.646588
-378,55.822426,37.645392
-379,55.822445,37.646541
-380,55.822576,37.645107
-381,55.826826,37.640902
-382,55.826171,37.639658
-383,55.821571,37.648227
-384,55.824310,37.654157
-385,55.824002,37.656986
-386,55.824540,37.656111
-387,55.824926,37.656808
-388,55.828160,37.653798
-389,55.832189,37.654191
-390,55.832610,37.654469
-391,55.835670,37.657069
-392,55.829710,37.637966
-393,55.827430,37.640267
-394,55.832190,37.635321
-395,55.834073,37.647960
-396,55.829432,37.649159
-397,55.830925,37.644566
-398,55.835703,37.643145
-399,55.835249,37.645906
-400,55.832531,37.639766
-401,55.833189,37.637598
-402,55.813955,37.633677
-403,55.811406,37.637191
-404,55.811247,37.637474
-405,55.816721,37.637405
-406,55.816779,37.638118
-407,55.816609,37.638112
-408,55.818211,37.638573
-409,55.818099,37.638702
-410,55.833335,37.653892
-411,55.836174,37.657110
-412,55.836244,37.657396
-413,55.821544,37.635436
-414,55.821275,37.636109
-415,55.821266,37.635712
-416,55.821715,37.635660
-417,55.822010,37.636139
-418,55.822207,37.635897
-419,55.822826,37.635344
-420,55.822889,37.635068
-421,55.825255,37.634217
-422,55.825333,37.634130
-423,55.823343,37.633804
-424,55.823264,37.633749
-425,55.823070,37.634315
-426,55.823051,37.634564
-427,55.826454,37.637284
-428,55.825952,37.637239
-429,55.826371,37.638083
-430,55.820391,37.639349
-431,55.822316,37.641033
-432,55.821952,37.641829
-433,55.819741,37.646571
-434,55.818945,37.647333
-435,55.821110,37.649695
-436,55.821014,37.647947
-437,55.821302,37.648084
-438,55.819527,37.641354
-439,55.819781,37.640951
-440,55.819542,37.640795
-441,55.819587,37.640656
-442,55.819950,37.641793
-443,55.819351,37.641097
-444,55.819148,37.640272
-445,55.819578,37.640742
-446,55.818679,37.639860
-447,55.819938,37.639254
-448,55.819905,37.639619
-449,55.821356,37.636303
-450,55.818437,37.639805
-451,55.819955,37.637027
-452,55.818519,37.638173
-453,55.821649,37.645650
-454,55.822510,37.644746
-455,55.817541,37.639003
-456,55.822426,37.645199
-457,55.822546,37.644926
-458,55.827017,37.640672
-459,55.826397,37.639275
-460,55.821437,37.649750
-461,55.823760,37.655772
-462,55.824616,37.659127
-463,55.828278,37.653852
-464,55.832201,37.654878
-465,55.832705,37.654523
-466,55.836161,37.657713
-467,55.830455,37.637771
-468,55.828641,37.636527
-469,55.832068,37.631818
-470,55.832319,37.635316
-471,55.831330,37.635452
-472,55.830440,37.650220
-473,55.835745,37.643017
-474,55.836332,37.643874
-475,55.835332,37.645906
-476,55.833372,37.637104
-477,55.813086,37.631732
-478,55.814932,37.632710
-479,55.811377,37.635692
-480,55.810047,37.637289
-481,55.816591,37.636959
-482,55.818206,37.638436
-483,55.816549,37.638180
-484,55.817868,37.639665
-485,55.833284,37.654078
-486,55.836215,37.657019
-487,55.836412,37.657186
-488,55.836554,37.657783
-489,55.821854,37.635208
-490,55.821526,37.635300
-491,55.821165,37.635822
-492,55.821266,37.635555
-493,55.822047,37.635385
-494,55.821681,37.636129
-495,55.822007,37.636200
-496,55.822640,37.635269
-497,55.822922,37.634805
-498,55.825072,37.633833
-499,55.826506,37.631192
-500,55.823411,37.633647
-501,55.823168,37.633907
-502,55.823491,37.633018
-503,55.822888,37.634659
-504,55.822921,37.634224
-505,55.826680,37.637737
-506,55.826255,37.636886
-507,55.825798,37.637115
-508,55.826463,37.638324
-509,55.820336,37.639852
-510,55.822242,37.641009
-511,55.820283,37.640030
-512,55.822006,37.641616
-513,55.818938,37.647551
-514,55.818155,37.647186
-515,55.821194,37.649816
-516,55.821110,37.650093
-517,55.819960,37.647739
-518,55.819763,37.640931
-519,55.819609,37.642773
-520,55.819104,37.641391
-521,55.818959,37.640172
-522,55.819743,37.640910
-523,55.819918,37.639500
-524,55.819934,37.638597
-525,55.820083,37.639814
-526,55.821448,37.636215
-527,55.818369,37.639788
-528,55.821065,37.635932
-529,55.819903,37.636809
-530,55.818346,37.637414
-531,55.818445,37.638238
-532,55.821656,37.644884
-533,55.821733,37.645639
-534,55.815273,37.638609
-535,55.822408,37.645028
-536,55.826483,37.638927
-537,55.821417,37.649949
-538,55.821289,37.649824
-539,55.823192,37.657612
-540,55.824249,37.662088
-541,55.828444,37.653975
-542,55.828384,37.653799
-543,55.832202,37.655440
-544,55.832796,37.654515
-545,55.836092,37.657883
-546,55.838986,37.661366
-547,55.830672,37.636972
-548,55.829825,37.635701
-549,55.828480,37.636665
-550,55.828530,37.636276
-551,55.832828,37.630816
-552,55.832434,37.635109
-553,55.830668,37.635554
-554,55.831228,37.632327
-555,55.831063,37.650957
-556,55.837346,37.638140
-557,55.836370,37.643739
-558,55.836573,37.644066
-559,55.835386,37.645876
-560,55.833511,37.636954
-561,55.814061,37.630477
-562,55.810398,37.631277
-563,55.815975,37.631302
-564,55.811084,37.635645
-565,55.810067,37.636890
-566,55.808490,37.637149
-567,55.816276,37.638185
-568,55.817097,37.639500
-569,55.832872,37.654478
-570,55.836202,37.656771
-571,55.836472,37.657118
-572,55.840123,37.662462
-573,55.822098,37.635004
-574,55.821481,37.634968
-575,55.822047,37.634882
-576,55.821145,37.635764
-577,55.821268,37.634603
-578,55.821140,37.635669
-579,55.822181,37.635272
-580,55.821965,37.636966
-581,55.822435,37.635250
-582,55.825028,37.633772
-583,55.826556,37.630548
-584,55.823456,37.633527
-585,55.823556,37.633051
-586,55.823583,37.632723
-587,55.822206,37.635251
-588,55.822721,37.634481
-589,55.827948,37.635638
-590,55.826797,37.637986
-591,55.827526,37.634792
-592,55.826113,37.636631
-593,55.825638,37.637096
-594,55.826500,37.638590
-595,55.822170,37.641028
-596,55.820260,37.640004
-597,55.821988,37.641491
-598,55.818865,37.647537
-599,55.818813,37.650038
-600,55.817992,37.647155
-601,55.818450,37.646043
-602,55.821183,37.650009
-603,55.821107,37.653448
-604,55.819957,37.647803
-605,55.820100,37.639832
-606,55.819334,37.643516
-607,55.819559,37.642710
-608,55.819829,37.642968
-609,55.818854,37.641705
-610,55.819052,37.641621
-611,55.818968,37.640801
-612,55.819203,37.641891
-613,55.818764,37.640068
-614,55.818835,37.640324
-615,55.820065,37.638053
-616,55.818346,37.639934
-617,55.821074,37.635729
-618,55.818407,37.630561
-619,55.821667,37.644598
-620,55.821890,37.645661
-621,55.816582,37.639068
-622,55.815102,37.638574
-623,55.822378,37.644834
-624,55.821414,37.650122
-625,55.822984,37.658266
-626,55.824128,37.663686
-627,55.828573,37.654153
-628,55.828758,37.653398
-629,55.832203,37.655647
-630,55.832088,37.655441
-631,55.832322,37.655439
-632,55.836225,37.658060
-633,55.835975,37.658174
-634,55.839020,37.661819
-635,55.840057,37.662683
-636,55.830618,37.635561
-637,55.830071,37.635645
-638,55.828052,37.635834
-639,55.828083,37.637057
-640,55.829527,37.634616
-641,55.828356,37.635958
-642,55.832964,37.630323
-643,55.832762,37.634205
-644,55.830482,37.633046
-645,55.830806,37.631445
-646,55.831339,37.651206
-647,55.837083,37.637875
-648,55.837600,37.637367
-649,55.836973,37.644405
-650,55.835944,37.645279
-651,55.836970,37.636799
-652,55.811954,37.625028
-653,55.810319,37.632613
-654,55.810533,37.629084
-655,55.815035,37.628998
-656,55.816523,37.630518
-657,55.811021,37.636611
-658,55.810528,37.635522
-659,55.810101,37.636307
-660,55.808435,37.636676
-661,55.804538,37.636367
-662,55.816188,37.638180
-663,55.835374,37.655893
-664,55.836683,37.656745
-665,55.840363,37.662784
-666,55.822080,37.634950
-667,55.821502,37.632863
-668,55.822075,37.634863
-669,55.821274,37.632863
-670,55.821196,37.634805
-671,55.822197,37.635320
-672,55.821443,37.636815
-673,55.824973,37.633747
-674,55.826675,37.630537
-675,55.826090,37.630590
-676,55.823507,37.633417
-677,55.823672,37.633110
-678,55.823683,37.633217
-679,55.823679,37.631745
-680,55.827050,37.638522
-681,55.827427,37.634600
-682,55.825855,37.636143
-683,55.825432,37.637151
-684,55.822090,37.641100
-685,55.820118,37.639851
-686,55.821996,37.641357
-687,55.818401,37.647444
-688,55.818806,37.650176
-689,55.819490,37.650154
-690,55.817986,37.647362
-691,55.817916,37.647140
-692,55.819198,37.643859
-693,55.821272,37.650018
-694,55.820020,37.653390
-695,55.821199,37.657626
-696,55.819335,37.643082
-697,55.819260,37.642466
-698,55.818697,37.641893
-699,55.818729,37.641301
-700,55.818987,37.642096
-701,55.819011,37.641852
-702,55.818394,37.639946
-703,55.818658,37.640552
-704,55.820301,37.637794
-705,55.818272,37.639916
-706,55.818320,37.640106
-707,55.821105,37.635027
-708,55.818706,37.630567
-709,55.821709,37.644438
-710,55.821954,37.645679
-711,55.816565,37.639290
-712,55.813676,37.638283
-713,55.815082,37.639067
-714,55.822324,37.644652
-715,55.821357,37.657607
-716,55.822871,37.658618
-717,55.824114,37.663831
-718,55.823568,37.663224
-719,55.828834,37.654589
-720,55.828867,37.653285
-721,55.832250,37.655632
-722,55.832160,37.655632
-723,55.831833,37.656520
-724,55.832250,37.655866
-725,55.832097,37.655519
-726,55.832087,37.655319
-727,55.831902,37.655473
-728,55.832325,37.655353
-729,55.832313,37.655519
-730,55.837379,37.659597
-731,55.834915,37.656784
-732,55.835880,37.658420
-733,55.840152,37.663316
-734,55.841269,37.664206
-735,55.828178,37.635619
-736,55.827749,37.638695
-737,55.828024,37.637116
-738,55.829340,37.634245
-739,55.833567,37.629328
-740,55.833229,37.633276
-741,55.830294,37.633394
-742,55.830687,37.632667
-743,55.830339,37.632759
-744,55.830726,37.631568
-745,55.831845,37.629856
-746,55.831699,37.651574
-747,55.837576,37.637040
-748,55.837744,37.636932
-749,55.837354,37.644857
-750,55.835990,37.645257
-751,55.836965,37.636413
-752,55.836973,37.637029
-753,55.837438,37.636774
-754,55.811904,37.624831
-755,55.810153,37.635438
-756,55.810703,37.632678
-757,55.810488,37.628755
-758,55.810654,37.627372
-759,55.814121,37.626757
-760,55.815987,37.627780
-761,55.817339,37.629381
-762,55.810416,37.636496
-763,55.810493,37.635978
-764,55.810230,37.636341
-765,55.808228,37.636890
-766,55.804844,37.635954
-767,55.802303,37.635942
-768,55.816158,37.638177
-769,55.835487,37.655529
-770,55.833776,37.654201
-771,55.836868,37.656436
-772,55.836754,37.656843
-773,55.841916,37.658363
-774,55.841347,37.664022
-775,55.821393,37.632781
-776,55.821506,37.632471
-777,55.821277,37.632505
-778,55.821278,37.636823
-779,55.824927,37.633750
-780,55.827467,37.630852
-781,55.825274,37.630445
-782,55.823584,37.633342
-783,55.823980,37.633196
-784,55.823792,37.632568
-785,55.823815,37.633300
-786,55.823704,37.631254
-787,55.826969,37.638638
-788,55.826988,37.633740
-789,55.827558,37.634397
-790,55.826786,37.634421
-791,55.825605,37.636361
-792,55.825280,37.637345
-793,55.822030,37.641214
-794,55.818362,37.648569
-795,55.819492,37.650760
-796,55.817901,37.650312
-797,55.817909,37.647345
-798,55.816556,37.646873
-799,55.817920,37.647014
-800,55.819854,37.653528
-801,55.821253,37.657718
-802,55.821205,37.657929
-803,55.819103,37.642334
-804,55.818512,37.642091
-805,55.818946,37.642320
-806,55.818574,37.641703
-807,55.818660,37.641159
-808,55.818512,37.640839
-809,55.820691,37.637409
-810,55.817947,37.642708
-811,55.817090,37.639694
-812,55.818361,37.640560
-813,55.818210,37.640819
-814,55.821101,37.630609
-815,55.820171,37.630600
-816,55.818688,37.629798
-817,55.821787,37.644320
-818,55.816547,37.639563
-819,55.816479,37.639240
-820,55.816650,37.639339
-821,55.813657,37.638670
-822,55.812423,37.638025
-823,55.813736,37.638797
-824,55.815874,37.639226
-825,55.815073,37.639283
-826,55.822246,37.644480
-827,55.821355,37.657926
-828,55.821309,37.657722
-829,55.822303,37.660372
-830,55.823989,37.664277
-831,55.822646,37.665599
-832,55.828854,37.654623
-833,55.829043,37.653378
-834,55.832288,37.655587
-835,55.832122,37.655587
-836,55.831474,37.655744
-837,55.831935,37.656833
-838,55.832297,37.656054
-839,55.831990,37.655288
-840,55.832164,37.655340
-841,55.831766,37.655497
-842,55.832223,37.655342
-843,55.832556,37.655317
-844,55.837716,37.660026
-845,55.837240,37.659951
-846,55.833238,37.655062
-847,55.834805,37.657134
-848,55.835852,37.658492
-849,55.836138,37.658755
-850,55.840210,37.663452
-851,55.841633,37.664691
-852,55.829562,37.633246
-853,55.827600,37.639029
-854,55.829686,37.633669
-855,55.832960,37.628151
-856,55.834530,37.631195
-857,55.835698,37.625838
-858,55.829928,37.633320
-859,55.830708,37.632061
-860,55.830215,37.632962
-861,55.830475,37.632535
-862,55.830145,37.632374
-863,55.830537,37.631205
-864,55.831640,37.629438
-865,55.832062,37.651929
-866,55.837535,37.636931
-867,55.837805,37.636743
-868,55.838023,37.636907
-869,55.837567,37.636923
-870,55.837665,37.645524
-871,55.837213,37.644810
-872,55.836050,37.645247
-873,55.837565,37.636763
-874,55.811814,37.624967
-875,55.812768,37.623674
-876,55.811874,37.624553
-877,55.810720,37.632467
-878,55.810690,37.632931
-879,55.810386,37.628378
-880,55.810329,37.628043
-881,55.813831,37.626047
-882,55.814639,37.626097
-883,55.816255,37.627694
-884,55.816579,37.627675
-885,55.810423,37.636393
-886,55.810454,37.635993
-887,55.810377,37.636381
-888,55.807766,37.636790
-889,55.804854,37.634559
-890,55.805570,37.636315
-891,55.804036,37.635830
-892,55.801601,37.635816
-893,55.802601,37.635786
-894,55.816115,37.639020
-895,55.816131,37.638175
-896,55.836085,37.653618
-897,55.836560,37.656731
-898,55.834007,37.653880
-899,55.833632,37.654224
-900,55.836933,37.656540
-901,55.837230,37.655799
-902,55.836577,37.657144
-903,55.837654,37.658110
-904,55.842152,37.657365
-905,55.841687,37.664475
-906,55.821397,37.632588
-907,55.821522,37.630766
-908,55.821295,37.630616
-909,55.821166,37.636857
-910,55.824860,37.633828
-911,55.824980,37.633042
-912,55.828054,37.630844
-913,55.827513,37.632025
-914,55.827376,37.628097
-915,55.825539,37.626409
-916,55.823757,37.630132
-917,55.825127,37.631528
-918,55.823642,37.633324
-919,55.824192,37.633221
-920,55.823810,37.632224
-921,55.823918,37.633415
-922,55.824945,37.631443
-923,55.823718,37.630972
-924,55.826921,37.638801
-925,55.827071,37.633447
-926,55.829023,37.632129
-927,55.825714,37.634887
-928,55.825411,37.636398
-929,55.818347,37.650199
-930,55.818151,37.648146
-931,55.819473,37.651294
-932,55.817836,37.652579
-933,55.817828,37.650314
-934,55.816541,37.647048
-935,55.816511,37.646868
-936,55.816561,37.646740
-937,55.819376,37.653544
-938,55.821245,37.657806
-939,55.821194,37.658987
-940,55.819023,37.642387
-941,55.818224,37.642455
-942,55.818440,37.642473
-943,55.818916,37.642464
-944,55.818417,37.641378
-945,55.818606,37.641495
-946,55.818334,37.641145
-947,55.820799,37.637200
-948,55.817913,37.643003
-949,55.817990,37.642690
-950,55.816951,37.639671
-951,55.818200,37.640902
-952,55.819348,37.628837
-953,55.821902,37.644266
-954,55.816516,37.640113
-955,55.816460,37.639549
-956,55.816633,37.639578
-957,55.816332,37.639172
-958,55.816758,37.639427
-959,55.813587,37.640085
-960,55.813740,37.638686
-961,55.813554,37.638655
-962,55.812312,37.637998
-963,55.812407,37.638272
-964,55.813727,37.639023
-965,55.815866,37.639437
-966,55.815883,37.639041
-967,55.816324,37.639303
-968,55.815070,37.639367
-969,55.822149,37.644362
-970,55.821344,37.659262
-971,55.821303,37.657803
-972,55.821976,37.661382
-973,55.822679,37.666102
-974,55.822159,37.665142
-975,55.822548,37.665894
-976,55.828807,37.654711
-977,55.828898,37.654540
-978,55.828874,37.654654
-979,55.829967,37.653092
-980,55.831211,37.655084
-981,55.831617,37.655594
-982,55.831136,37.656065
-983,55.831966,37.656999
-984,55.832343,37.656395
-985,55.831846,37.655200
-986,55.832691,37.655259
-987,55.837578,37.660380
-988,55.838523,37.661176
-989,55.837162,37.659985
-990,55.833400,37.654506
-991,55.833169,37.656132
-992,55.834668,37.657336
-993,55.834460,37.661682
-994,55.836087,37.658921
-995,55.840227,37.663649
-996,55.840233,37.663340
-997,55.842283,37.665629
-998,55.829344,37.632799
-999,55.827259,37.639513
-1000,55.832783,37.627807
-1001,55.836543,37.627980
-1002,55.834790,37.624013
-1003,55.836102,37.626650
-1004,55.836759,37.624093
-1005,55.829939,37.632903
-1006,55.830464,37.632058
-1007,55.830067,37.632502
-1008,55.830233,37.632230
-1009,55.830418,37.630978
-1010,55.832727,37.627699
-1011,55.831324,37.628791
-1012,55.832279,37.652196
-1013,55.837872,37.636486
-1014,55.838022,37.636720
-1015,55.840021,37.636640
-1016,55.837925,37.645863
-1017,55.837064,37.644863
-1018,55.836483,37.645606
-1019,55.837565,37.636590
-1020,55.812830,37.623592
-1021,55.812016,37.619579
-1022,55.811214,37.633064
-1023,55.810283,37.628273
-1024,55.810167,37.628278
-1025,55.813195,37.624487
-1026,55.814811,37.624778
-1027,55.814840,37.625820
-1028,55.815280,37.627579
-1029,55.816350,37.627550
-1030,55.816474,37.627443
-1031,55.817787,37.625732
-1032,55.807287,37.636687
-1033,55.804860,37.634046
-1034,55.804447,37.634509
-1035,55.806663,37.636552
-1036,55.804055,37.635097
-1037,55.803141,37.635669
-1038,55.801378,37.635344
-1039,55.801302,37.635763
-1040,55.802094,37.635480
-1041,55.802779,37.635817
-1042,55.816089,37.639015
-1043,55.816139,37.639034
-1044,55.816018,37.638167
-1045,55.836293,37.653657
-1046,55.836272,37.653094
-1047,55.837089,37.655812
-1048,55.833886,37.653911
-1049,55.834377,37.653787
-1050,55.833945,37.653810
-1051,55.837666,37.657582
-1052,55.837343,37.655826
-1053,55.837285,37.655708
-1054,55.836587,37.657285
-1055,55.837780,37.657828
-1056,55.838235,37.658904
-1057,55.842923,37.654464
-1058,55.845363,37.669325
-1059,55.842259,37.664934
-1060,55.821701,37.630785
-1061,55.821526,37.629360
-1062,55.821307,37.629364
-1063,55.824771,37.633848
-1064,55.824752,37.633144
-1065,55.825033,37.632963
-1066,55.829016,37.630871
-1067,55.828035,37.630015
-1068,55.827444,37.627859
-1069,55.825568,37.626053
